30.04.2017 2124:10:28-722:
alpha,1,2,3,4,5,6,7
1686,0,0,0,0,0,0,0
1687,0,0,0,0,0,0,0
1688,0,0,0,0,0,0,0
1689,0,0,0,0,0,0,0
1690,0,0,0,0,0,0,0
1691,0,0,0,0,0,0,0
1692,0,0,0,0,0,0,0
1693,0,0,0,0,0,0,0
1694,0,0,0,0,0,0,0
1695,0,0,0,0,0,0,0
1696,0,0,0,0,0,0,0
1697,0,0,0,0,0,0,0
1698,0,0,0,0,0,0,0
1699,0,0,0,0,0,0,0
1700,0,0,0,0,0,0,0
1701,0,0,0,0,0,0,0
1702,0,0,0,0,0,0,0
1703,0,0,0,0,0,0,0
1704,0,0,0,0,0,0,0
1705,0,0,0,0,0,0,0
1706,0,0,0,0,0,0,0
1707,0,0,0,0,0,0,0
1708,0,0,0,0,0,0,0
1709,0,0,0,0,0,0,0
1710,0,0,0,0,0,0,0
1711,0,0,0,0,0,0,0
1712,0,0,0,0,0,0,0
1713,0,0,0,0,0,0,0
1714,0,0,0,0,0,0,0
1715,0,0,0,0,0,0,0
1716,0,0,0,0,0,0,0
1717,0,0,0,0,0,0,0
1718,0,0,0,0,0,0,0
1719,0,0,0,0,0,0,0
1720,0,0,0,0,0,0,0
1721,0,0,0,0,0,0,0
1722,0,0,0,0,0,0,0
1723,0,0,0,0,0,0,0
1724,0,0,0,0,0,0,0
1725,0,0,0,0,0,0,0
1726,0,0,0,0,0,0,0
1727,0,0,0,0,0,0,0
1728,0,0,0,0,0,0,0
1729,0,0,0,0,0,0,0
1730,0,0,0,0,0,0,0
1731,0,0,0,0,0,0,0
1732,0,0,0,0,0,0,0
1733,0,0,0,0,0,0,0
1734,0,0,0,0,0,0,0
1735,0,0,0,0,0,0,0
1736,0,0,0,0,0,0,0
1737,0,0,0,0,0,0,0
1738,0,0,0,0,0,0,0
1739,0,0,0,0,0,0,0
1740,0,0,0,0,0,0,0
1741,0,0,0,0,0,0,0
1742,0,0,0,0,0,0,0
1743,0,0,0,0,0,0,0
1744,0,0,0,0,0,0,0
1745,0,0,0,0,0,0,0
1746,0,0,0,0,0,0,0
1747,0,0,0,0,0,0,0
1748,0,0,0,0,0,0,0
1749,0,0,0,0,0,0,0
1750,0,0,0,0,0,0,0
1751,0,0,0,0,0,0,0
1752,0,0,0,0,0,0,0
1753,0,0,0,0,0,0,0
1754,0,0,0,0,0,0,0
1755,0,0,0,0,0,0,0
1756,0,0,0,0,0,0,0
1757,0,0,0,0,0,0,0
1758,0,0,0,0,0,0,0
1759,0,0,0,0,0,0,0
1760,0,0,0,0,0,0,0
1761,0,0,0,0,0,0,0
1762,0,0,0,0,0,0,0
1763,0,0,0,0,0,0,0
1764,0,0,0,0,0,0,0
1765,0,0,0,0,0,0,0
1766,0,0,0,0,0,0,0
1767,0,0,0,0,0,0,0
1768,0,0,0,0,0,0,0
1769,0,0,0,0,0,0,0
1770,0,0,0,0,0,0,0
1771,0,0,0,0,0,0,0
1772,0,0,0,0,0,0,0
1773,0,0,0,0,0,0,0
1774,0,0,0,0,0,0,0
1775,0,0,0,0,0,0,0
1776,0,0,0,0,0,0,0
1777,0,0,0,0,0,0,0
1778,0,0,0,0,0,0,0
1779,0,0,0,0,0,0,0
1780,0,0,0,0,0,0,0
1781,0,0,0,0,0,0,0
1782,0,0,0,0,0,0,0
1783,0,0,0,0,0,0,0
1784,0,0,0,0,0,0,0
1785,0,0,0,0,0,0,0
1786,0,0,0,0,0,0,0
1787,0,0,0,0,0,0,0
1788,0,0,0,0,0,0,0
1789,0,0,0,0,0,0,0
1790,0,0,0,0,0,0,0
1791,0,0,0,0,0,0,0
1792,0,0,0,0,0,0,0
1793,0,0,0,0,0,0,0
1794,0,0,0,0,0,0,0
1795,0,0,0,0,0,0,0
1796,0,0,0,0,0,0,0
1797,0,0,0,0,0,0,0
1798,0,0,0,0,0,0,0
1799,0,0,0,0,0,0,0
1800,0,0,0,0,0,0,0
1801,0,0,0,0,0,0,0
1802,0,0,0,0,0,0,0
1803,0,0,0,0,0,0,0
1804,0,0,0,0,0,0,0
1805,0,0,0,0,0,0,0
1806,0,0,0,0,0,0,0
1807,0,0,0,0,0,0,0
1808,0,0,0,0,0,0,0
1809,0,0,0,0,0,0,0
1810,0,0,0,0,0,0,0
1811,0,0,0,0,0,0,0
1812,0,0,0,0,0,0,0
1813,0,0,0,0,0,0,0
1814,0,0,0,0,0,0,0
1815,0,0,0,0,0,0,0
1816,0,0,0,0,0,0,0
1817,0,0,0,0,0,0,0
1818,0,0,0,0,0,0,0
1819,0,0,0,0,0,0,0
1820,0,0,0,0,0,0,0
1821,0,0,0,0,0,0,0
1822,0,0,0,0,0,0,0
1823,0,0,0,0,0,0,0
1824,0,0,0,0,0,0,0
1825,0,0,0,0,0,0,0
1826,0,0,0,0,0,0,0
1827,0,0,0,0,0,0,0
1828,0,0,0,0,0,0,0
1829,0,0,0,0,0,0,0
1830,0,0,0,0,0,0,0
1831,0,0,0,0,0,0,0
1832,0,0,0,0,0,0,0
1833,0,0,0,0,0,0,0
1834,0,0,0,0,0,0,0
1835,0,0,0,0,0,0,0
1836,0,0,0,0,0,0,0
1837,0,0,0,0,0,0,0
1838,0,0,0,0,0,0,0
1839,0,0,0,0,0,0,0
1840,0,0,0,0,0,0,0
1841,0,0,0,0,0,0,0
1842,0,0,0,0,0,0,0
1843,0,0,0,0,0,0,0
1844,0,0,0,0,0,0,0
1845,0,0,0,0,0,0,0
1846,0,0,0,0,0,0,0
1847,0,0,0,0,0,0,0
1848,0,0,0,0,0,0,0
1849,0,0,0,0,0,0,0
1850,0,0,0,0,0,0,0
1851,0,0,0,0,0,0,0
1852,0,0,0,0,0,0,0
1853,0,0,0,0,0,0,0
1854,0,0,0,0,0,0,0
1855,0,0,0,0,0,0,0
30.04.2017 2124:10:33-644:
alpha,1,2,3,4,5,6,7
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0
54,7,7,7,7,7,7,7
55,7,7,7,7,7,7,7
56,7,7,7,7,7,7,7
57,7,7,7,7,7,7,7
58,7,7,7,7,7,7,7
59,7,7,7,7,7,7,7
60,7,7,7,7,7,7,7
61,7,7,7,7,7,7,7
62,7,7,7,7,7,7,7
63,7,7,7,7,7,7,7
64,7,7,7,7,7,7,7
65,7,7,7,7,7,7,7
66,7,7,7,7,7,7,7
67,7,7,7,7,7,7,7
68,7,7,7,7,7,7,7
69,7,7,7,7,7,7,7
70,7,7,7,7,7,7,7
71,7,7,7,7,7,7,7
72,7,7,7,7,7,7,7
73,7,7,7,7,7,7,7
74,7,7,7,7,7,7,7
75,7,7,7,7,7,7,7
76,7,7,7,7,7,7,7
77,7,7,7,7,7,7,7
78,7,7,7,7,7,7,7
79,7,7,7,7,7,7,7
80,7,7,7,7,7,7,7
81,7,7,7,7,7,7,7
82,7,7,7,7,7,7,7
83,7,7,7,7,7,7,7
84,7,7,7,7,7,7,7
85,7,7,7,7,7,7,7
86,7,7,7,7,7,7,7
87,7,7,7,7,7,7,7
88,7,7,7,7,7,7,7
89,7,7,7,7,7,7,7
90,7,7,7,7,7,7,7
91,7,7,7,7,7,7,7
92,7,7,7,7,7,7,7
93,7,7,7,7,7,7,7
94,7,7,7,7,7,7,7
95,7,7,7,7,7,7,7
96,7,7,7,7,7,7,7
97,7,7,7,7,7,7,7
98,7,7,7,7,7,7,7
99,7,7,7,7,7,7,7
100,7,7,7,7,7,7,7
101,7,7,7,7,7,7,7
102,7,7,7,7,7,7,7
103,7,7,7,7,7,7,7
104,7,7,7,7,7,7,7
105,7,7,7,7,7,7,7
106,7,7,7,7,7,7,7
107,7,7,7,7,7,7,7
108,7,7,7,7,7,7,7
109,7,7,7,7,7,7,7
110,7,7,7,7,7,7,7
111,7,7,7,7,7,7,7
112,7,7,7,7,7,7,7
113,7,7,7,7,7,7,7
114,7,7,7,7,7,7,7
115,7,7,7,7,7,7,7
116,7,7,7,7,7,7,7
117,7,7,7,7,7,7,7
118,7,7,7,7,7,7,7
119,7,7,7,7,7,7,7
120,7,7,12,12,12,12,12
121,7,7,12,12,12,12,12
122,7,7,12,12,12,12,12
123,7,7,12,12,12,12,12
124,7,7,12,12,12,12,12
125,7,7,12,12,12,12,12
126,7,7,12,12,12,12,12
127,7,7,12,12,12,12,12
128,7,7,12,12,12,12,12
129,7,7,12,12,12,12,12
130,7,7,12,12,12,12,12
131,7,7,12,12,12,12,12
132,7,7,12,12,12,12,12
133,7,7,12,12,12,12,12
134,7,7,12,12,12,12,12
135,7,7,12,12,12,12,12
136,7,7,12,12,12,12,12
137,7,7,12,12,12,12,12
138,7,7,12,12,12,12,12
139,7,7,12,12,12,12,12
140,7,7,12,12,12,12,12
141,7,7,12,12,12,12,12
142,7,7,12,12,12,12,12
143,7,7,12,12,12,12,12
144,7,7,12,12,12,12,12
145,7,7,12,12,12,12,12
146,7,7,12,12,12,12,12
147,7,7,12,12,12,12,12
148,7,7,12,12,12,12,12
149,7,7,12,12,12,12,12
150,7,7,12,12,12,12,12
151,7,7,12,12,12,12,12
152,7,7,12,12,12,12,12
153,23,23,23,23,23,23,23
154,23,23,23,23,23,23,23
155,23,23,23,23,23,23,23
156,23,23,23,23,23,23,23
157,23,23,23,23,23,23,23
158,23,23,23,23,23,23,23
159,23,23,23,23,23,23,23
160,23,23,23,23,23,23,23
161,23,23,23,23,23,23,23
162,23,23,23,23,23,23,23
163,23,23,23,23,23,23,23
164,23,23,23,23,23,23,23
165,23,23,23,23,23,23,23
166,23,23,23,23,23,23,23
167,23,23,23,23,23,23,23
168,23,23,23,23,23,23,23
169,23,23,23,23,23,23,23
170,23,23,23,23,23,23,23
171,23,23,23,23,23,23,23
172,23,23,23,23,23,23,23
173,23,23,23,23,23,23,23
174,23,23,23,23,23,23,23
175,23,23,23,23,23,23,23
176,23,23,23,23,23,23,23
177,23,23,23,23,23,23,23
178,23,23,23,23,23,23,23
179,23,23,23,23,23,23,23
180,23,23,23,23,23,23,23
181,23,23,23,23,23,23,23
182,23,23,23,23,23,23,23
183,23,23,23,23,23,23,23
184,23,23,23,23,23,23,23
185,23,23,23,23,23,23,23
186,23,23,23,23,23,23,23
187,23,23,23,23,23,23,23
188,23,23,23,23,23,23,23
189,23,23,23,23,23,23,23
190,23,23,23,23,23,23,23
191,23,23,23,23,23,23,23
192,23,23,23,23,23,23,23
193,23,23,23,23,23,23,23
194,23,23,23,23,23,23,23
195,23,23,23,23,23,23,23
196,23,23,23,23,23,23,23
197,23,23,23,23,23,23,23
198,23,23,23,23,23,23,23
199,23,23,23,23,23,23,23
200,23,23,23,23,23,23,23
201,23,23,23,23,23,23,23
202,23,23,23,23,23,23,23
203,23,23,23,23,23,23,23
204,23,23,23,23,23,23,23
205,23,23,23,23,23,23,23
206,23,23,23,23,23,23,23
207,30,30,30,30,30,30,30
208,30,30,30,30,30,30,30
209,30,30,30,30,30,30,30
210,30,30,30,30,30,30,30
211,30,30,30,30,30,30,30
212,30,30,30,30,30,30,30
213,30,30,30,30,30,30,30
214,30,30,30,30,30,30,30
215,30,30,30,30,30,30,30
216,30,30,30,30,30,30,30
217,30,30,30,30,30,30,30
218,30,30,30,30,30,30,30
219,30,30,30,30,30,30,30
220,30,30,30,30,30,30,30
221,30,30,30,30,30,30,30
222,30,30,30,30,30,30,30
223,30,30,30,30,30,30,30
224,30,30,30,30,30,30,30
225,30,30,30,30,30,30,30
226,30,30,30,30,30,30,30
227,30,30,30,30,30,30,30
228,30,30,30,30,30,30,30
229,30,30,30,30,30,30,30
230,30,30,30,30,30,30,30
231,30,30,30,30,30,30,30
232,30,30,30,30,30,30,30
233,30,30,30,30,30,30,30
234,30,30,30,30,30,30,30
235,30,30,30,30,30,30,30
236,30,30,30,30,30,30,30
237,30,30,30,30,30,30,30
238,30,30,30,30,30,30,30
239,30,30,30,30,30,30,30
240,30,30,30,30,30,30,30
241,30,30,30,30,30,30,30
242,30,30,30,30,30,30,30
243,30,30,30,30,30,30,30
244,30,30,30,30,30,30,30
245,30,30,30,30,30,30,30
246,30,30,30,30,30,30,30
247,30,30,30,30,30,30,30
248,30,30,30,30,30,30,30
249,30,30,30,30,30,30,30
250,30,30,30,30,30,30,30
251,30,30,30,30,30,30,30
252,30,30,30,30,30,30,30
253,30,30,30,30,30,30,30
254,30,30,30,30,30,30,30
255,30,30,30,30,30,30,30
256,30,30,30,30,30,30,30
257,30,30,30,30,30,30,30
258,30,30,30,30,30,30,30
259,30,30,30,30,30,30,30
260,30,30,30,30,30,30,30
261,30,30,30,30,30,30,30
262,30,30,30,30,30,30,30
263,30,30,30,30,30,30,30
264,30,30,30,30,30,30,30
265,30,30,30,30,30,30,30
266,30,30,30,30,30,30,30
267,30,30,30,30,30,30,30
268,30,30,30,30,30,30,30
269,30,30,30,30,30,30,30
270,30,30,30,30,30,30,30
271,30,30,30,30,30,30,30
272,30,30,30,30,30,30,30
273,30,30,35,35,35,35,35
274,30,30,35,35,35,35,35
275,30,30,35,35,35,35,35
276,30,30,35,35,35,35,35
277,30,30,35,35,35,35,35
278,30,30,35,35,35,35,35
279,30,30,35,35,35,35,35
280,30,30,35,35,35,35,35
281,30,30,35,35,35,35,35
282,30,30,35,35,35,35,35
283,30,30,35,35,35,35,35
284,30,30,35,35,35,35,35
285,30,30,35,35,35,35,35
286,30,30,35,35,35,35,35
287,30,30,35,35,35,35,35
288,30,30,35,35,35,35,35
289,30,30,35,35,35,35,35
290,30,30,35,35,35,35,35
291,30,30,35,35,35,35,35
292,30,30,35,35,35,35,35
293,30,30,35,35,35,35,35
294,30,30,35,35,35,35,35
295,30,30,35,35,35,35,35
296,30,30,35,35,35,35,35
297,30,30,35,35,35,35,35
298,30,30,35,35,35,35,35
299,30,30,35,35,35,35,35
300,30,30,35,35,35,35,35
301,30,30,35,35,35,35,35
302,30,30,35,35,35,35,35
303,30,30,35,35,35,35,35
304,30,30,35,35,35,35,35
305,30,30,35,35,35,35,35
306,30,30,35,35,35,35,35
307,30,30,35,35,35,35,35
308,30,30,35,35,35,35,35
309,30,30,35,35,35,35,35
310,30,30,35,35,35,35,35
311,30,30,35,35,35,35,35
312,30,30,35,35,35,35,35
313,30,30,35,35,35,35,35
314,30,30,35,35,35,35,35
315,30,30,35,35,35,35,35
316,30,30,35,35,35,35,35
317,30,30,35,35,35,35,35
318,30,30,35,35,35,35,35
319,30,30,35,35,35,35,35
320,30,30,35,35,35,35,35
321,30,30,35,35,35,35,35
322,30,30,35,35,35,35,35
323,30,30,35,35,35,35,35
324,30,30,35,35,35,35,35
325,30,30,35,35,35,35,35
326,30,30,35,35,35,35,35
327,30,30,35,35,35,35,35
328,30,30,35,35,35,35,35
329,30,30,35,35,35,35,35
330,30,30,35,35,35,35,35
331,30,30,35,35,35,35,35
332,30,30,35,35,35,35,35
333,30,30,35,35,35,35,35
334,30,30,35,35,35,35,35
335,30,30,35,35,35,35,35
336,30,30,35,35,35,35,35
337,30,30,35,35,35,35,35
338,30,30,35,35,35,35,35
339,30,30,35,35,35,35,35
340,30,30,35,35,35,35,35
341,30,30,35,35,35,35,35
342,30,30,35,35,35,35,35
343,30,30,35,35,35,35,35
344,30,43,43,43,43,43,43
345,30,43,43,43,43,43,43
346,30,43,43,43,43,43,43
347,30,43,43,43,43,43,43
348,30,43,43,43,43,43,43
349,30,43,43,43,43,43,43
350,30,43,43,43,43,43,43
351,30,43,43,43,43,43,43
352,30,43,43,43,43,43,43
353,30,43,43,43,43,43,43
354,30,43,43,43,43,43,43
355,30,43,43,43,43,43,43
356,30,43,43,43,43,43,43
357,30,43,43,43,43,43,43
358,30,43,43,43,43,43,43
359,30,43,43,43,43,43,43
360,30,43,43,43,43,43,43
361,30,43,43,43,43,43,43
362,30,43,43,43,43,43,43
363,30,43,43,43,43,43,43
364,30,43,43,43,43,43,43
365,30,43,43,43,43,43,43
366,30,43,43,43,43,43,43
367,30,43,43,43,43,43,43
368,30,43,43,43,43,43,43
369,30,43,43,43,43,43,43
370,30,43,43,43,43,43,43
371,30,43,43,43,43,43,43
372,30,43,43,43,43,43,43
373,30,43,43,43,43,43,43
374,30,43,43,43,43,43,43
375,30,43,43,43,43,43,43
376,30,43,43,43,43,43,43
377,30,43,43,43,43,43,43
378,30,43,43,43,43,43,43
379,30,43,43,43,43,43,43
380,30,43,43,43,43,43,43
381,30,43,43,43,43,43,43
382,30,43,43,43,43,43,43
383,30,43,43,43,43,43,43
384,30,43,43,43,43,43,43
385,30,43,43,43,43,43,43
386,30,43,43,43,43,43,43
387,30,43,43,43,43,43,43
388,30,43,43,43,43,43,43
389,30,43,43,43,43,43,43
390,30,43,43,43,43,43,43
391,30,43,43,43,43,43,43
392,30,43,43,43,43,43,43
393,30,43,43,43,43,43,43
394,30,43,43,43,43,43,43
395,30,43,43,43,43,43,43
396,30,43,43,43,43,43,43
397,30,43,43,43,43,43,43
398,30,50,50,50,50,50,50
399,30,50,50,50,50,50,50
400,30,50,50,50,50,50,50
401,30,50,50,50,50,50,50
402,30,50,50,50,50,50,50
403,30,50,50,50,50,50,50
404,30,50,50,50,50,50,50
405,30,50,50,50,50,50,50
406,30,50,50,50,50,50,50
407,30,50,50,50,50,50,50
408,30,50,50,50,50,50,50
409,30,50,50,50,50,50,50
410,30,50,50,50,50,50,50
411,30,50,50,50,50,50,50
412,30,50,50,50,50,50,50
413,30,50,50,50,50,50,50
414,30,50,50,50,50,50,50
415,30,50,50,50,50,50,50
416,30,50,50,50,50,50,50
417,30,50,50,50,50,50,50
418,30,50,50,50,50,50,50
419,30,50,50,50,50,50,50
420,30,50,50,50,50,50,50
421,30,50,50,50,50,50,50
422,30,50,50,50,50,50,50
423,30,50,50,50,50,50,50
424,30,50,50,50,50,50,50
425,30,50,50,50,50,50,50
426,30,50,50,50,50,50,50
427,30,50,50,50,50,50,50
428,30,50,50,50,50,50,50
429,30,50,50,50,50,50,50
430,30,50,50,50,50,50,50
431,30,50,50,50,50,50,50
432,30,50,50,50,50,50,50
433,30,50,50,50,50,50,50
434,30,50,50,50,50,50,50
435,30,50,50,50,50,50,50
436,30,50,50,50,50,50,50
437,30,50,50,50,50,50,50
438,30,50,50,50,50,50,50
439,30,50,50,50,50,50,50
440,30,50,50,50,50,50,50
441,30,50,50,50,50,50,50
442,30,50,50,50,50,50,50
443,30,50,50,50,50,50,50
444,30,50,50,50,50,50,50
445,30,50,50,50,50,50,50
446,30,50,50,50,50,50,50
447,30,50,50,50,50,50,50
448,30,50,50,50,50,50,50
449,30,50,50,50,50,50,50
450,30,50,50,50,50,50,50
451,30,50,50,50,50,50,50
452,30,50,50,50,50,50,50
453,30,50,50,50,50,50,50
454,30,50,50,50,50,50,50
455,30,50,50,50,50,50,50
456,30,50,50,50,50,50,50
457,30,50,50,50,50,50,50
458,30,50,50,50,50,50,50
459,30,50,50,50,50,50,50
460,30,50,50,50,50,50,50
461,30,50,50,50,50,50,50
462,30,50,50,50,50,50,50
463,30,50,50,50,50,50,50
464,30,50,55,55,55,55,55
465,30,50,55,55,55,55,55
466,30,50,55,55,55,55,55
467,30,50,55,55,55,55,55
468,30,50,55,55,55,55,55
469,30,50,55,55,55,55,55
470,30,50,55,55,55,55,55
471,30,50,55,55,55,55,55
472,30,50,55,55,55,55,55
473,30,50,55,55,55,55,55
474,30,50,55,55,55,55,55
475,30,50,55,55,55,55,55
476,30,50,55,55,55,55,55
477,30,50,55,55,55,55,55
478,30,50,55,55,55,55,55
479,30,50,55,55,55,55,55
480,30,50,55,55,55,55,55
481,30,50,55,55,55,55,55
482,30,50,55,55,55,55,55
483,30,50,55,55,55,55,55
484,30,50,55,55,55,55,55
485,30,50,55,55,55,55,55
486,30,50,55,55,55,55,55
487,30,50,55,55,55,55,55
488,30,50,55,55,55,55,55
489,30,50,55,55,55,55,55
490,30,50,55,55,55,55,55
491,30,50,55,55,55,55,55
492,30,50,55,55,55,55,55
493,30,50,55,55,55,55,55
494,30,50,55,55,55,55,55
495,30,50,55,55,55,55,55
496,30,50,55,55,55,55,55
497,30,50,55,55,55,55,55
498,30,50,55,55,55,55,55
499,30,50,55,55,55,55,55
500,30,50,55,55,55,55,55
501,30,50,55,55,55,55,55
502,30,50,55,55,55,55,55
503,30,50,55,55,55,55,55
504,30,50,55,55,55,55,55
505,30,50,55,55,55,55,55
506,30,50,55,55,55,55,55
507,30,50,55,55,55,55,55
508,30,50,55,55,55,55,55
509,30,50,55,55,55,55,55
510,30,50,55,55,55,55,55
511,30,50,55,55,55,55,55
512,30,50,55,55,55,55,55
513,30,50,55,55,55,55,55
514,30,50,55,55,55,55,55
515,30,50,55,55,55,55,55
516,30,50,55,55,55,55,55
517,30,50,55,55,55,55,55
518,30,50,55,55,55,55,55
519,30,50,55,55,55,55,55
520,30,50,55,55,55,55,55
521,30,50,55,55,55,55,55
522,30,50,55,55,55,55,55
523,30,50,55,55,55,55,55
524,30,50,55,55,55,55,55
525,30,50,55,55,55,55,55
526,30,50,55,55,55,55,55
527,30,50,55,55,55,55,55
528,30,50,55,55,55,55,55
529,30,50,55,55,55,55,55
530,30,50,55,55,55,55,55
531,30,50,55,55,55,55,55
532,30,50,55,55,55,55,55
533,30,50,55,55,55,55,55
534,30,50,55,55,55,55,55
535,30,50,55,55,57,57,57
536,30,50,55,55,57,57,57
537,30,50,55,55,57,57,57
538,30,50,55,55,57,57,57
539,30,50,55,55,57,57,57
540,30,50,55,55,57,57,57
541,30,50,55,55,57,57,57
542,30,50,55,55,57,57,57
543,30,50,55,55,57,57,57
544,30,50,55,55,57,57,57
545,30,50,55,55,57,57,57
546,30,50,55,55,57,57,57
547,30,50,55,55,57,57,57
548,30,50,55,55,57,57,57
549,30,50,55,55,57,57,57
550,30,50,55,55,57,57,57
551,30,50,55,55,57,57,57
552,30,50,55,55,57,57,57
553,30,50,55,55,57,57,57
554,30,50,55,55,57,57,57
555,30,50,55,55,57,57,57
556,30,50,55,55,57,57,57
557,30,50,55,55,57,57,57
558,30,50,55,55,57,57,57
559,30,50,55,55,57,57,57
560,30,50,55,55,57,57,57
561,30,50,55,55,57,57,57
562,30,50,55,55,57,57,57
563,30,50,55,55,57,57,57
564,30,50,55,55,57,57,57
565,30,50,55,55,57,57,57
566,30,50,55,55,57,57,57
567,30,50,55,55,57,57,57
568,30,50,55,55,57,57,57
569,30,50,55,55,57,57,57
570,30,50,55,55,57,57,57
571,30,50,55,55,57,57,57
572,30,50,55,55,57,57,57
573,30,50,55,55,57,57,57
574,30,50,55,55,57,57,57
575,30,50,55,55,57,57,57
576,30,50,55,55,57,57,57
577,30,50,55,55,57,57,57
578,30,50,55,55,57,57,57
579,30,50,55,55,57,57,57
580,30,50,55,55,57,57,57
581,30,50,55,55,57,57,57
582,30,50,55,55,57,57,57
583,30,50,55,57,57,57,57
584,30,50,55,57,57,57,57
585,30,50,55,57,57,57,57
586,30,50,55,57,57,57,57
587,30,50,55,57,57,57,57
588,30,50,55,57,57,57,57
589,30,50,55,57,57,57,57
590,30,50,55,57,57,57,57
591,30,50,55,57,57,57,57
592,30,50,55,57,57,57,57
593,30,50,55,57,57,57,57
594,30,50,55,57,57,57,57
595,30,50,55,57,57,57,57
596,30,50,55,57,57,57,57
597,30,50,55,57,57,57,57
598,30,50,55,57,57,57,57
599,30,50,55,57,57,57,57
600,30,50,55,57,57,57,57
601,30,50,55,57,62,62,62
602,30,50,55,57,62,62,62
603,30,50,55,57,62,62,62
604,30,50,55,57,62,62,62
605,30,50,55,57,62,62,62
606,30,50,55,57,62,62,62
607,30,50,55,57,62,62,62
608,30,50,55,57,62,62,62
609,30,50,55,57,62,62,62
610,30,50,55,57,62,62,62
611,30,50,55,57,62,62,62
612,30,50,55,57,62,62,62
613,30,50,55,57,62,62,62
614,30,50,55,57,62,62,62
615,30,50,55,57,62,62,62
616,30,50,55,57,62,62,62
617,30,50,55,57,62,62,62
618,30,50,55,57,62,62,62
619,30,50,55,57,62,62,62
620,30,50,55,57,62,62,62
621,30,50,55,57,62,62,62
622,30,50,55,57,62,62,62
623,30,50,55,57,62,62,62
624,30,50,55,57,62,62,62
625,30,50,55,57,62,62,62
626,30,50,55,57,62,62,62
627,30,50,55,57,62,62,62
628,30,50,55,57,62,62,62
629,30,50,55,57,62,62,62
630,30,50,55,57,62,62,62
631,30,50,55,57,62,62,62
632,30,50,55,57,62,62,62
633,30,50,55,57,62,62,62
634,30,50,55,57,62,62,62
635,30,50,55,57,62,62,62
636,30,50,55,57,62,62,62
637,30,50,55,64,64,64,64
638,30,50,55,64,64,64,64
639,30,50,55,64,64,64,64
640,30,50,55,64,64,64,64
641,30,50,55,64,64,64,64
642,30,50,55,64,64,64,64
643,30,50,55,64,64,64,64
644,30,50,55,64,64,64,64
645,30,50,55,64,64,64,64
646,0,0,0,0,0,0,0
647,0,0,0,0,0,0,0
648,0,0,0,0,0,0,0
649,0,0,0,0,0,0,0
650,0,0,0,0,0,0,0
651,0,0,0,0,0,0,0
652,0,0,0,0,0,0,0
653,0,0,0,0,0,0,0
654,0,0,0,0,0,0,0
655,0,0,0,0,0,0,0
656,0,0,0,0,0,0,0
657,0,0,0,0,0,0,0
658,0,0,0,0,0,0,0
659,0,0,0,0,0,0,0
660,0,0,0,0,0,0,0
661,0,0,0,0,0,0,0
662,0,0,0,0,0,0,0
663,0,0,0,0,0,0,0
664,0,0,0,0,0,0,0
665,0,0,0,0,0,0,0
666,0,0,0,0,0,0,0
667,0,0,0,0,0,0,0
668,0,0,0,0,0,0,0
669,0,0,0,0,0,0,0
670,0,0,0,0,0,0,0
671,0,0,0,0,0,0,0
672,0,0,0,0,0,0,0
673,0,0,0,0,0,0,0
674,0,0,0,0,0,0,0
675,0,0,0,0,0,0,0
676,0,0,0,0,0,0,0
677,0,0,0,0,0,0,0
678,0,0,0,0,0,0,0
679,0,0,0,0,0,0,0
680,0,0,0,0,0,0,0
681,0,0,0,0,0,0,0
682,0,0,0,0,0,0,0
683,0,0,0,0,0,0,0
684,0,0,0,0,0,0,0
685,0,0,0,0,0,0,0
686,0,0,0,0,0,0,0
687,0,0,0,0,0,0,0
688,0,0,0,0,0,0,0
689,0,0,0,0,0,0,0
